Filename,Label,ClassName
HerbaceousVegetation\HerbaceousVegetation_174.tif,2,HerbaceousVegetation
SeaLake\SeaLake_301.tif,9,SeaLake
Industrial\Industrial_423.tif,4,Industrial
Residential\Residential_2796.tif,7,Residential
Industrial\Industrial_230.tif,4,Industrial
Forest\Forest_2670.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_2025.tif,2,HerbaceousVegetation
Pasture\Pasture_998.tif,5,Pasture
AnnualCrop\AnnualCrop_668.tif,0,AnnualCrop
Pasture\Pasture_1502.tif,5,Pasture
Residential\Residential_1122.tif,7,Residential
Highway\Highway_33.tif,3,Highway
Residential\Residential_1488.tif,7,Residential
Residential\Residential_2317.tif,7,Residential
PermanentCrop\PermanentCrop_605.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1965.tif,2,HerbaceousVegetation
Residential\Residential_2723.tif,7,Residential
Industrial\Industrial_1982.tif,4,Industrial
Industrial\Industrial_127.tif,4,Industrial
Residential\Residential_2759.tif,7,Residential
Industrial\Industrial_2438.tif,4,Industrial
SeaLake\SeaLake_2673.tif,9,SeaLake
Highway\Highway_1015.tif,3,Highway
SeaLake\SeaLake_1495.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_2455.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_317.tif,6,PermanentCrop
Forest\Forest_581.tif,1,Forest
SeaLake\SeaLake_472.tif,9,SeaLake
Forest\Forest_967.tif,1,Forest
Industrial\Industrial_1863.tif,4,Industrial
River\River_183.tif,8,River
Pasture\Pasture_1342.tif,5,Pasture
PermanentCrop\PermanentCrop_2067.tif,6,PermanentCrop
SeaLake\SeaLake_1089.tif,9,SeaLake
Industrial\Industrial_1457.tif,4,Industrial
Pasture\Pasture_609.tif,5,Pasture
River\River_2221.tif,8,River
Highway\Highway_1537.tif,3,Highway
PermanentCrop\PermanentCrop_1193.tif,6,PermanentCrop
Forest\Forest_1263.tif,1,Forest
Highway\Highway_2036.tif,3,Highway
Industrial\Industrial_371.tif,4,Industrial
PermanentCrop\PermanentCrop_1108.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_1816.tif,0,AnnualCrop
Highway\Highway_625.tif,3,Highway
Highway\Highway_591.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_2836.tif,2,HerbaceousVegetation
Pasture\Pasture_1071.tif,5,Pasture
Highway\Highway_1398.tif,3,Highway
Forest\Forest_2625.tif,1,Forest
SeaLake\SeaLake_2924.tif,9,SeaLake
Industrial\Industrial_654.tif,4,Industrial
Forest\Forest_2223.tif,1,Forest
SeaLake\SeaLake_2432.tif,9,SeaLake
AnnualCrop\AnnualCrop_826.tif,0,AnnualCrop
SeaLake\SeaLake_2470.tif,9,SeaLake
Industrial\Industrial_2328.tif,4,Industrial
River\River_875.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_99.tif,2,HerbaceousVegetation
SeaLake\SeaLake_1447.tif,9,SeaLake
AnnualCrop\AnnualCrop_2096.tif,0,AnnualCrop
Forest\Forest_1620.tif,1,Forest
SeaLake\SeaLake_1265.tif,9,SeaLake
Highway\Highway_1458.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_2077.tif,2,HerbaceousVegetation
River\River_231.tif,8,River
PermanentCrop\PermanentCrop_715.tif,6,PermanentCrop
Residential\Residential_528.tif,7,Residential
PermanentCrop\PermanentCrop_1831.tif,6,PermanentCrop
Highway\Highway_1310.tif,3,Highway
Industrial\Industrial_424.tif,4,Industrial
SeaLake\SeaLake_1924.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_119.tif,2,HerbaceousVegetation
Pasture\Pasture_1463.tif,5,Pasture
Highway\Highway_1263.tif,3,Highway
Industrial\Industrial_475.tif,4,Industrial
AnnualCrop\AnnualCrop_2343.tif,0,AnnualCrop
Forest\Forest_2953.tif,1,Forest
Forest\Forest_1580.tif,1,Forest
AnnualCrop\AnnualCrop_2594.tif,0,AnnualCrop
Industrial\Industrial_255.tif,4,Industrial
PermanentCrop\PermanentCrop_2047.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1676.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1550.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_2633.tif,0,AnnualCrop
Forest\Forest_2402.tif,1,Forest
Industrial\Industrial_678.tif,4,Industrial
Industrial\Industrial_1162.tif,4,Industrial
AnnualCrop\AnnualCrop_1650.tif,0,AnnualCrop
Highway\Highway_529.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_636.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_2660.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_2026.tif,6,PermanentCrop
SeaLake\SeaLake_875.tif,9,SeaLake
AnnualCrop\AnnualCrop_473.tif,0,AnnualCrop
Forest\Forest_43.tif,1,Forest
PermanentCrop\PermanentCrop_730.tif,6,PermanentCrop
Forest\Forest_1518.tif,1,Forest
Forest\Forest_2611.tif,1,Forest
Industrial\Industrial_348.tif,4,Industrial
Highway\Highway_2372.tif,3,Highway
Forest\Forest_1907.tif,1,Forest
AnnualCrop\AnnualCrop_2004.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_169.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1790.tif,0,AnnualCrop
Industrial\Industrial_1198.tif,4,Industrial
Forest\Forest_2840.tif,1,Forest
Residential\Residential_2755.tif,7,Residential
Forest\Forest_1647.tif,1,Forest
River\River_249.tif,8,River
Pasture\Pasture_1446.tif,5,Pasture
SeaLake\SeaLake_1180.tif,9,SeaLake
Highway\Highway_1622.tif,3,Highway
Residential\Residential_1412.tif,7,Residential
Industrial\Industrial_1007.tif,4,Industrial
Residential\Residential_2821.tif,7,Residential
Residential\Residential_2575.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_1717.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1401.tif,0,AnnualCrop
Pasture\Pasture_1667.tif,5,Pasture
Residential\Residential_1639.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_2812.tif,2,HerbaceousVegetation
Industrial\Industrial_974.tif,4,Industrial
PermanentCrop\PermanentCrop_2387.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_1178.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_504.tif,6,PermanentCrop
Pasture\Pasture_1073.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_2317.tif,2,HerbaceousVegetation
Forest\Forest_2960.tif,1,Forest
AnnualCrop\AnnualCrop_422.tif,0,AnnualCrop
PermanentCrop\PermanentCrop_1516.tif,6,PermanentCrop
Forest\Forest_730.tif,1,Forest
Pasture\Pasture_1864.tif,5,Pasture
AnnualCrop\AnnualCrop_1056.tif,0,AnnualCrop
SeaLake\SeaLake_1423.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_515.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2030.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2761.tif,9,SeaLake
River\River_2362.tif,8,River
Pasture\Pasture_623.tif,5,Pasture
SeaLake\SeaLake_1839.tif,9,SeaLake
AnnualCrop\AnnualCrop_1904.tif,0,AnnualCrop
Industrial\Industrial_1382.tif,4,Industrial
Industrial\Industrial_1316.tif,4,Industrial
SeaLake\SeaLake_2995.tif,9,SeaLake
Residential\Residential_2949.tif,7,Residential
AnnualCrop\AnnualCrop_1055.tif,0,AnnualCrop
Industrial\Industrial_949.tif,4,Industrial
AnnualCrop\AnnualCrop_814.tif,0,AnnualCrop
Forest\Forest_989.tif,1,Forest
AnnualCrop\AnnualCrop_120.tif,0,AnnualCrop
SeaLake\SeaLake_1982.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_504.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_780.tif,2,HerbaceousVegetation
Forest\Forest_588.tif,1,Forest
SeaLake\SeaLake_1324.tif,9,SeaLake
AnnualCrop\AnnualCrop_757.tif,0,AnnualCrop
Highway\Highway_1671.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_1216.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_520.tif,0,AnnualCrop
Residential\Residential_2048.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_650.tif,2,HerbaceousVegetation
Pasture\Pasture_1979.tif,5,Pasture
Highway\Highway_1273.tif,3,Highway
Highway\Highway_2107.tif,3,Highway
AnnualCrop\AnnualCrop_243.tif,0,AnnualCrop
Highway\Highway_2031.tif,3,Highway
SeaLake\SeaLake_782.tif,9,SeaLake
SeaLake\SeaLake_342.tif,9,SeaLake
PermanentCrop\PermanentCrop_2007.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2349.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_2503.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_2488.tif,0,AnnualCrop
Industrial\Industrial_2170.tif,4,Industrial
Residential\Residential_50.tif,7,Residential
SeaLake\SeaLake_2753.tif,9,SeaLake
Forest\Forest_1757.tif,1,Forest
Pasture\Pasture_734.tif,5,Pasture
PermanentCrop\PermanentCrop_2025.tif,6,PermanentCrop
Highway\Highway_1760.tif,3,Highway
Industrial\Industrial_819.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_1663.tif,2,HerbaceousVegetation
Residential\Residential_1155.tif,7,Residential
Highway\Highway_876.tif,3,Highway
Industrial\Industrial_48.tif,4,Industrial
Highway\Highway_1749.tif,3,Highway
SeaLake\SeaLake_2919.tif,9,SeaLake
Residential\Residential_491.tif,7,Residential
River\River_741.tif,8,River
HerbaceousVegetation\HerbaceousVegetation_109.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1278.tif,0,AnnualCrop
Forest\Forest_616.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_1057.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1904.tif,2,HerbaceousVegetation
River\River_541.tif,8,River
SeaLake\SeaLake_42.tif,9,SeaLake
River\River_1029.tif,8,River
SeaLake\SeaLake_1363.tif,9,SeaLake
Forest\Forest_2357.tif,1,Forest
Highway\Highway_1621.tif,3,Highway
Industrial\Industrial_893.tif,4,Industrial
River\River_473.tif,8,River
AnnualCrop\AnnualCrop_1413.tif,0,AnnualCrop
Industrial\Industrial_1188.tif,4,Industrial
River\River_2105.tif,8,River
SeaLake\SeaLake_1255.tif,9,SeaLake
Industrial\Industrial_1230.tif,4,Industrial
Forest\Forest_1281.tif,1,Forest
PermanentCrop\PermanentCrop_2364.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2313.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_851.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_2668.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_2356.tif,0,AnnualCrop
Residential\Residential_1937.tif,7,Residential
Highway\Highway_636.tif,3,Highway
Pasture\Pasture_1309.tif,5,Pasture
Industrial\Industrial_848.tif,4,Industrial
Forest\Forest_285.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_2823.tif,2,HerbaceousVegetation
Industrial\Industrial_2408.tif,4,Industrial
Industrial\Industrial_2047.tif,4,Industrial
SeaLake\SeaLake_1674.tif,9,SeaLake
Residential\Residential_1209.tif,7,Residential
Industrial\Industrial_1462.tif,4,Industrial
Industrial\Industrial_84.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_2722.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1594.tif,0,AnnualCrop
Highway\Highway_183.tif,3,Highway
Residential\Residential_1507.tif,7,Residential
SeaLake\SeaLake_1851.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1972.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2847.tif,2,HerbaceousVegetation
Pasture\Pasture_1751.tif,5,Pasture
Forest\Forest_1633.tif,1,Forest
Industrial\Industrial_1847.tif,4,Industrial
Highway\Highway_742.tif,3,Highway
Forest\Forest_30.tif,1,Forest
AnnualCrop\AnnualCrop_1090.tif,0,AnnualCrop
Highway\Highway_825.tif,3,Highway
Industrial\Industrial_2361.tif,4,Industrial
Forest\Forest_1402.tif,1,Forest
Highway\Highway_2049.tif,3,Highway
Industrial\Industrial_2223.tif,4,Industrial
Highway\Highway_218.tif,3,Highway
Industrial\Industrial_889.tif,4,Industrial
PermanentCrop\PermanentCrop_1340.tif,6,PermanentCrop
Industrial\Industrial_722.tif,4,Industrial
Forest\Forest_1057.tif,1,Forest
Forest\Forest_2167.tif,1,Forest
Forest\Forest_1336.tif,1,Forest
Forest\Forest_2500.tif,1,Forest
Forest\Forest_1227.tif,1,Forest
Forest\Forest_1434.tif,1,Forest
Forest\Forest_872.tif,1,Forest
Forest\Forest_1028.tif,1,Forest
Industrial\Industrial_2098.tif,4,Industrial
SeaLake\SeaLake_344.tif,9,SeaLake
Forest\Forest_1261.tif,1,Forest
AnnualCrop\AnnualCrop_1248.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_1054.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1713.tif,2,HerbaceousVegetation
River\River_1964.tif,8,River
Pasture\Pasture_1522.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_542.tif,2,HerbaceousVegetation
SeaLake\SeaLake_357.tif,9,SeaLake
Residential\Residential_1105.tif,7,Residential
Industrial\Industrial_2386.tif,4,Industrial
Industrial\Industrial_624.tif,4,Industrial
Industrial\Industrial_2191.tif,4,Industrial
Industrial\Industrial_263.tif,4,Industrial
Highway\Highway_767.tif,3,Highway
Residential\Residential_1605.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_958.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_942.tif,6,PermanentCrop
River\River_2500.tif,8,River
River\River_1813.tif,8,River
River\River_1381.tif,8,River
SeaLake\SeaLake_1251.tif,9,SeaLake
AnnualCrop\AnnualCrop_1962.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_698.tif,2,HerbaceousVegetation
Pasture\Pasture_620.tif,5,Pasture
PermanentCrop\PermanentCrop_1941.tif,6,PermanentCrop
Pasture\Pasture_891.tif,5,Pasture
Highway\Highway_2016.tif,3,Highway
Forest\Forest_546.tif,1,Forest
AnnualCrop\AnnualCrop_2484.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_243.tif,2,HerbaceousVegetation
SeaLake\SeaLake_177.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_130.tif,2,HerbaceousVegetation
Forest\Forest_865.tif,1,Forest
Pasture\Pasture_1028.tif,5,Pasture
SeaLake\SeaLake_253.tif,9,SeaLake
SeaLake\SeaLake_809.tif,9,SeaLake
AnnualCrop\AnnualCrop_2049.tif,0,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1162.tif,2,HerbaceousVegetation
Pasture\Pasture_731.tif,5,Pasture
Highway\Highway_811.tif,3,Highway
Industrial\Industrial_1896.tif,4,Industrial
Residential\Residential_1115.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_448.tif,2,HerbaceousVegetation
Residential\Residential_728.tif,7,Residential
Forest\Forest_728.tif,1,Forest
Forest\Forest_2295.tif,1,Forest
Residential\Residential_376.tif,7,Residential
PermanentCrop\PermanentCrop_1113.tif,6,PermanentCrop
Residential\Residential_438.tif,7,Residential
Highway\Highway_2028.tif,3,Highway
Residential\Residential_2482.tif,7,Residential
Residential\Residential_1757.tif,7,Residential
Forest\Forest_2229.tif,1,Forest
River\River_1462.tif,8,River
SeaLake\SeaLake_2119.tif,9,SeaLake
SeaLake\SeaLake_2333.tif,9,SeaLake
HerbaceousVegetation\HerbaceousVegetation_204.tif,2,HerbaceousVegetation
Highway\Highway_979.tif,3,Highway
Highway\Highway_1935.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_2388.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_1617.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_249.tif,0,AnnualCrop
Pasture\Pasture_86.tif,5,Pasture
Forest\Forest_1834.tif,1,Forest
AnnualCrop\AnnualCrop_1061.tif,0,AnnualCrop
Forest\Forest_2548.tif,1,Forest
River\River_1057.tif,8,River
PermanentCrop\PermanentCrop_779.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_1131.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_123.tif,0,AnnualCrop
AnnualCrop\AnnualCrop_512.tif,0,AnnualCrop
River\River_1302.tif,8,River
Highway\Highway_257.tif,3,Highway
Highway\Highway_2164.tif,3,Highway
AnnualCrop\AnnualCrop_1037.tif,0,AnnualCrop
Forest\Forest_178.tif,1,Forest
Residential\Residential_2534.tif,7,Residential
Industrial\Industrial_1993.tif,4,Industrial
Residential\Residential_2819.tif,7,Residential
AnnualCrop\AnnualCrop_2190.tif,0,AnnualCrop
Pasture\Pasture_1953.tif,5,Pasture
AnnualCrop\AnnualCrop_1362.tif,0,AnnualCrop
Residential\Residential_285.tif,7,Residential
Residential\Residential_2911.tif,7,Residential
Industrial\Industrial_1886.tif,4,Industrial
Industrial\Industrial_556.tif,4,Industrial
PermanentCrop\PermanentCrop_2071.tif,6,PermanentCrop
AnnualCrop\AnnualCrop_2211.tif,0,AnnualCrop
Pasture\Pasture_1285.tif,5,Pasture
Residential\Residential_936.tif,7,Residential
River\River_47.tif,8,River
SeaLake\SeaLake_2609.tif,9,SeaLake
Residential\Residential_1319.tif,7,Residential
Industrial\Industrial_1644.tif,4,Industrial
Residential\Residential_268.tif,7,Residential
Residential\Residential_1913.tif,7,Residential
River\River_1565.tif,8,River
AnnualCrop\AnnualCrop_1634.tif,0,AnnualCrop
River\River_1750.tif,8,River
SeaLake\SeaLake_512.tif,9,SeaLake
PermanentCrop\PermanentCrop_2100.tif,6,PermanentCrop
Residential\Residential_817.tif,7,Residential
Forest\Forest_2601.tif,1,Forest
SeaLake\SeaLake_1487.tif,9,SeaLake
Pasture\Pasture_214.tif,5,Pasture
AnnualCrop\AnnualCrop_2570.tif,0,AnnualCrop
Industrial\Industrial_931.tif,4,Industrial
Highway\Highway_349.tif,3,Highway
Highway\Highway_144.tif,3,Highway
Pasture\Pasture_850.tif,5,Pasture
Industrial\Industrial_138.tif,4,Industrial
Forest\Forest_121.tif,1,Forest
Residential\Residential_790.tif,7,Residential
Forest\Forest_113.tif,1,Forest
Highway\Highway_2349.tif,3,Highway
SeaLake\SeaLake_531.tif,9,SeaLake
Highway\Highway_450.tif,3,Highway
PermanentCrop\PermanentCrop_125.tif,6,PermanentCrop
Forest\Forest_485.tif,1,Forest
AnnualCrop\AnnualCrop_230.tif,0,AnnualCrop
Forest\Forest_2428.tif,1,Forest
River\River_2310.tif,8,River
Industrial\Industrial_1657.tif,4,Industrial
Industrial\Industrial_1012.tif,4,Industrial
HerbaceousVegetation\HerbaceousVegetation_2133.tif,2,HerbaceousVegetation
SeaLake\SeaLake_2247.tif,9,SeaLake
Residential\Residential_2145.tif,7,Residential
Industrial\Industrial_516.tif,4,Industrial
Highway\Highway_174.tif,3,Highway
Residential\Residential_2284.tif,7,Residential
Residential\Residential_2039.tif,7,Residential
PermanentCrop\PermanentCrop_804.tif,6,PermanentCrop
River\River_929.tif,8,River
River\River_935.tif,8,River
AnnualCrop\AnnualCrop_2114.tif,0,AnnualCrop
Industrial\Industrial_780.tif,4,Industrial
AnnualCrop\AnnualCrop_2593.tif,0,AnnualCrop
Highway\Highway_1126.tif,3,Highway
AnnualCrop\AnnualCrop_211.tif,0,AnnualCrop
Residential\Residential_681.tif,7,Residential
River\River_397.tif,8,River
AnnualCrop\AnnualCrop_75.tif,0,AnnualCrop
Pasture\Pasture_608.tif,5,Pasture
HerbaceousVegetation\HerbaceousVegetation_1297.tif,2,HerbaceousVegetation
PermanentCrop\PermanentCrop_279.tif,6,PermanentCrop
SeaLake\SeaLake_601.tif,9,SeaLake
Highway\Highway_1420.tif,3,Highway
Forest\Forest_1708.tif,1,Forest
SeaLake\SeaLake_349.tif,9,SeaLake
PermanentCrop\PermanentCrop_532.tif,6,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_761.tif,2,HerbaceousVegetation
Pasture\Pasture_868.tif,5,Pasture
Highway\Highway_175.tif,3,Highway
Residential\Residential_2907.tif,7,Residential
Pasture\Pasture_1004.tif,5,Pasture
AnnualCrop\AnnualCrop_399.tif,0,AnnualCrop
Forest\Forest_322.tif,1,Forest
AnnualCrop\AnnualCrop_2391.tif,0,AnnualCrop
Residential\Residential_2205.tif,7,Residential
HerbaceousVegetation\HerbaceousVegetation_2366.tif,2,HerbaceousVegetation
AnnualCrop\AnnualCrop_1501.tif,0,AnnualCrop
River\River_546.tif,8,River
SeaLake\SeaLake_696.tif,9,SeaLake
Highway\Highway_1658.tif,3,Highway
AnnualCrop\AnnualCrop_1216.tif,0,AnnualCrop
Highway\Highway_2200.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_2805.tif,2,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_767.tif,2,HerbaceousVegetation
River\River_2149.tif,8,River
Pasture\Pasture_106.tif,5,Pasture
Residential\Residential_1700.tif,7,Residential
River\River_2463.tif,8,River
PermanentCrop\PermanentCrop_901.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_1107.tif,6,PermanentCrop
PermanentCrop\PermanentCrop_2176.tif,6,PermanentCrop
River\River_2450.tif,8,River
River\River_2488.tif,8,River
Pasture\Pasture_1031.tif,5,Pasture
Highway\Highway_1563.tif,3,Highway
Residential\Residential_2400.tif,7,Residential
Industrial\Industrial_1261.tif,4,Industrial
Forest\Forest_1672.tif,1,Forest
HerbaceousVegetation\HerbaceousVegetation_887.tif,2,HerbaceousVegetation
Highway\Highway_1824.tif,3,Highway
HerbaceousVegetation\HerbaceousVegetation_568.tif,2,HerbaceousVegetation
SeaLake\SeaLake_665.tif,9,SeaLake
Forest\Forest_2507.tif,1,Forest
